datetime,storage (acre-feet),release volume (acre-feet),pool elevation (feet),total release (cfs),Powell total release (cfs),Powell release volume (acre-feet),T_max (degrees f),T_min(degrees f),precipitation (inches),snow (inches),snow depth (inches)
1970-11-05,16646000,19818.843,1151.48999,9992,7560,14995.0413,79,50,0,0,0
1970-11-06,16640000,18277.686,1151.43994,9215,7360,14598.3471,74,57,0,0,0
1970-11-07,16647000,10058.1818,1151.5,5071,5910,11722.3141,70,50,0,0,0
1970-11-08,16653000,8695.53719,1151.56006,4384,3510,6961.98347,68,41,0,0,0
1970-11-09,16650000,18253.8843,1151.53003,9203,6210,12317.3554,68,43,0,0,0
1970-11-10,16644000,17615.2066,1151.47998,8881,7030,13943.8017,71,42,0,0,0
1970-11-11,16634000,17089.5868,1151.39001,8616,6870,13626.4463,71,44,0,0,0
1970-11-12,16626000,19535.2066,1151.31995,9849,6910,13705.7851,70,46,0,0,0
1970-11-13,16621000,16585.7851,1151.27002,8362,6840,13566.9422,63,49,0,0,0
1970-11-14,16624000,6616.8595,1151.30005,3336,5190,10294.2149,62,37,0,0,0
1970-11-15,16629000,8021.15702,1151.33997,4044,2950,5851.23967,62,36,0,0,0
1970-11-16,16623000,21935.2066,1151.29004,11059,8730,17315.7025,63,33,0,0,0
1970-11-17,16616000,15002.9752,1151.22998,7564,10300,20429.7521,66,35,0,0,0
1970-11-18,16610000,17024.1322,1151.17004,8583,12300,24396.6942,72,36,0,0,0
1970-11-19,16613000,14340.4959,1151.19995,7230,12500,24793.3884,62,40,0,0,0
1970-11-20,16623000,11022.1488,1151.29004,5557,12400,24595.0413,62,35,0,0,0
1970-11-21,16638000,10496.5289,1151.42004,5292,8560,16978.5124,62,37,0,0,0
1970-11-22,16649000,11488.2645,1151.52002,5792,5380,10671.0744,63,37,0,0,0
1970-11-23,16660000,12787.438,1151.62,6447,11500,22809.9174,70,40,0,0,0
1970-11-24,16660000,16778.1818,1151.62,8459,11400,22611.5703,71,41,0,0,0
1970-11-25,16655000,19309.0909,1151.56995,9735,9640,19120.6612,76,46,0,0,0
1970-11-26,16663000,8330.57851,1151.65002,4200,4420,8766.94215,67,50,0,0,0
1970-11-27,16671000,17986.1157,1151.71997,9068,7960,15788.4298,62,38,0,0,0
1970-11-28,16675000,13912.0661,1151.75,7014,7360,14598.3471,59,39,0,0,0
1970-11-29,16674000,10121.6529,1151.73999,5103,6150,12198.3471,58,47,0.37,0,0
1970-11-30,16675000,16847.6033,1151.75,8494,6590,13071.0744,59,45,0.01,0,0
1970-12-01,16673000,17635.0413,1151.72998,8891,7110,14102.4793,60,38,0,0,0
1970-12-02,16667000,16159.3388,1151.68005,8147,7870,15609.9174,61,43,0,0,0
1970-12-03,16669000,14033.0579,1151.69995,7075,7110,14102.4793,56,35,0,0,0
1970-12-04,16670000,13816.8595,1151.70996,6966,9450,18743.8017,59,34,0,0,0
1970-12-05,16675000,12646.6116,1151.75,6376,7740,15352.0661,61,35,0,0,0
1970-12-06,16680000,9332.2314,1151.80005,4705,6790,13467.7686,61,37,0,0,0
1970-12-07,16683000,16341.8182,1151.81995,8239,9610,19061.157,61,37,0,0,0
1970-12-08,16679000,17520,1151.79004,8833,9720,19279.3388,60,36,0,0,0
1970-12-09,16677000,18563.3058,1151.77002,9359,9870,19576.8595,65,51,0,0,0
1970-12-10,16676000,17992.0661,1151.76001,9071,10900,21619.8347,56,39,0,0,0
1970-12-11,16675000,19584.7934,1151.75,9874,12100,24000,54,32,0,0,0
1970-12-12,16682000,11527.9339,1151.81006,5812,9390,18624.7934,58,31,0,0,0
1970-12-13,16696000,8033.05785,1151.93994,4050,5420,10750.4132,56,33,0,0,0
1970-12-14,16696000,17716.3636,1151.93994,8932,11900,23603.3058,58,34,0,0,0
1970-12-15,16700000,17639.0083,1151.96997,8893,13500,26776.8595,58,39,0,0,0
1970-12-16,16693000,17730.2479,1151.91003,8939,15500,30743.8017,66,36,0,0,0
1970-12-17,16696000,19920,1151.93994,10043,15100,29950.4132,54,41,0,0,0
1970-12-18,16704000,22183.1405,1152.01001,11184,14200,28165.2893,49,31,0,0,0
1970-12-19,16721000,12126.9422,1152.16003,6114,14000,27768.595,42,33,0.13,0,0
1970-12-20,16738000,10145.4546,1152.31006,5115,9390,18624.7934,47,31,0,0,0
1970-12-21,16748000,16930.9091,1152.40002,8536,13800,27371.9008,48,42,0.02,0,0
1970-12-22,16753000,19279.3388,1152.43994,9720,15900,31537.1901,51,33,0,0,0
1970-12-23,16754000,22587.7686,1152.44995,11388,15200,30148.7603,48,29,0,0,0
1970-12-24,16765000,18882.6446,1152.55005,9520,13400,26578.5124,47,30,0,0,0
1970-12-25,16782000,11164.9587,1152.69995,5629,5070,10056.1984,49,30,0,0,0
1970-12-26,16794000,15373.8843,1152.80005,7751,10200,20231.405,47,27,0,0,0
1970-12-27,16805000,11954.3802,1152.90002,6027,6000,11900.8265,49,27,0,0,0
1970-12-28,16800000,16686.9422,1152.85999,8413,12100,24000,51,30,0,0,0
1970-12-29,16806000,19531.2397,1152.91003,9847,15200,30148.7603,51,28,0,0,0
1970-12-30,16798000,16210.9091,1152.83997,8173,14500,28760.3306,53,29,0,0,0
1970-12-31,16811000,17831.405,1152.94995,8990,10000,19834.7107,56,32,0,0,0
1971-01-01,16823000,11662.8099,1153.06006,5880,4120,8171.90083,55,31,0,0,0
1971-01-02,16834000,13596.6942,1153.16003,6855,7620,15114.0496,45,31,0,0,0
1971-01-03,16841000,13804.9587,1153.21997,6960,7870,15609.9174,38,27,0,0,0
1971-01-04,16825000,20939.5041,1153.07996,10557,15600,30942.1488,34,21,0,0,0
1971-01-05,16818000,23684.6281,1153.02002,11941,17200,34115.7025,35,18,0,0,0
1971-01-06,16817000,21841.9835,1153.01001,11012,15100,29950.4132,35,12,0,0,0
1971-01-07,16821000,23932.562,1153.04004,12066,15200,30148.7603,36,15,0,0,0
1971-01-08,16830000,23145.124,1153.12,11669,15500,30743.8017,38,20,0,0,0
1971-01-09,16842000,14148.0992,1153.22998,7133,8940,17732.2314,44,23,0,0,0
1971-01-10,16863000,11216.5289,1153.41003,5655,4690,9302.47934,45,23,0,0,0
1971-01-11,16865000,17960.3306,1153.43005,9055,9360,18565.2893,56,26,0,0,0
1971-01-12,16856000,25814.876,1153.34998,13015,8830,17514.0496,57,44,0,0,0
1971-01-13,16845000,21671.405,1153.25,10926,7960,15788.4298,53,40,0,0,0
1971-01-14,16845000,21272.7273,1153.25,10725,8760,17375.2066,53,34,0,0,0
1971-01-15,16844000,19993.3884,1153.23999,10080,8690,17236.3636,52,30,0,0,0
1971-01-16,16847000,12200.3306,1153.27002,6151,7250,14380.1653,57,29,0,0,0
1971-01-17,16858000,9133.8843,1153.37,4605,3920,7775.20661,63,36,0,0,0
1971-01-18,16860000,16796.0331,1153.38,8468,8400,16661.157,72,41,0,0,0
1971-01-19,16857000,19356.6942,1153.35999,9759,8030,15927.2727,74,45,0,0,0
1971-01-20,16845000,17805.6198,1153.25,8977,6290,12476.0331,72,46,0,0,0
1971-01-21,16845000,20741.157,1153.25,10457,5870,11642.9752,65,41,0,0,0
1971-01-22,16842000,17281.9835,1153.22998,8713,7930,15728.9256,62,35,0,0,0
1971-01-23,16844000,14003.3058,1153.23999,7060,5080,10076.0331,63,34,0,0,0
1971-01-24,16842000,12872.7273,1153.22998,6490,2890,5732.2314,59,32,0,0,0
1971-01-25,16838000,20415.8678,1153.18994,10293,7970,15808.2645,62,32,0,0,0
1971-01-26,16830000,19047.2727,1153.12,9603,7850,15570.2479,70,35,0,0,0
1971-01-27,16816000,21657.5207,1153,10919,7140,14161.9835,73,41,0,0,0
1971-01-28,16808000,24606.9422,1152.93005,12406,5170,10254.5455,71,40,0,0,0
1971-01-29,16801000,22788.0992,1152.87,11489,3920,7775.20661,70,38,0,0,0
1971-01-30,16800000,15568.2645,1152.85999,7849,2640,5236.36364,72,39,0,0,0
1971-01-31,16801000,11690.5785,1152.87,5894,2000,3966.94215,74,38,0,0,0
1971-02-01,16790000,20100.4959,1152.77002,10134,4810,9540.49587,72,45,0,0,0
1971-02-02,16775000,21486.9422,1152.64001,10833,5880,11662.8099,72,40,0,0,0
1971-02-03,16758000,23000.3306,1152.48999,11596,6310,12515.7025,57,39,0,0,0
1971-02-04,16743000,22752.3967,1152.34998,11471,7710,15292.562,53,28,0,0,0
1971-02-05,16732000,23083.6364,1152.26001,11638,7250,14380.1653,55,32,0,0,0
1971-02-06,16730000,14499.1736,1152.23999,7310,7300,14479.3388,66,33,0,0,0
1971-02-07,16726000,20084.6281,1152.19995,10126,3070,6089.2562,61,36,0,0,0
1971-02-08,16718000,24182.4793,1152.13,12192,2460,4879.33884,65,32,0,0,0
1971-02-09,16704000,26419.8347,1152.01001,13320,7010,13904.1322,65,36,0,0,0
1971-02-10,16693000,21324.2975,1151.91003,10751,8480,16819.8347,71,33,0,0,0
1971-02-11,16670000,24874.7107,1151.70996,12541,7970,15808.2645,79,47,0,0,0
1971-02-12,16660000,26384.1322,1151.62,13302,7720,15312.3967,74,42,0,0,0
1971-02-13,16664000,13687.9339,1151.65002,6901,7220,14320.6612,75,40,0,0,0
1971-02-14,16665000,15433.3884,1151.66003,7781,5370,10651.2397,74,42,0,0,0
1971-02-15,16653000,26814.5455,1151.56006,13519,5760,11424.7934,65,44,0,0,0
1971-02-16,16641000,31721.6529,1151.44995,15993,6140,12178.5124,64,39,0,0,0
1971-02-17,16615000,33768.595,1151.21997,17025,6590,13071.0744,63,47,0.02,0,0
1971-02-18,16602000,28883.3058,1151.09998,14562,6210,12317.3554,63,39,0,0,0
1971-02-19,16579000,33108.0992,1150.90002,16692,6940,13765.2893,65,41,0.01,0,0
1971-02-20,16577000,23182.8099,1150.88,11688,8170,16204.9587,58,39,0,0,0
1971-02-21,16572000,15715.0413,1150.83997,7923,7860,15590.0826,57,35,0,0,0
1971-02-22,16557000,31630.4132,1150.69995,15947,9750,19338.843,57,34,0,0,0
1971-02-23,16543000,30218.1818,1150.57996,15235,9920,19676.0331,59,41,0,0,0
1971-02-24,16529000,28135.5372,1150.44995,14185,8480,16819.8347,60,32,0,0,0
1971-02-25,16519000,26187.7686,1150.35999,13203,10800,21421.4876,62,34,0,0,0
1971-02-26,16517000,25390.4132,1150.33997,12801,13900,27570.2479,49,28,0,0,0
1971-02-27,16514000,16994.3802,1150.31995,8568,10300,20429.7521,47,19,0,0,0
1971-02-28,16523000,14332.562,1150.40002,7226,10400,20628.0992,53,26,0,0,0
1971-03-01,16514000,33419.5041,1150.31995,16849,12800,25388.4298,42,31,0,0,0
1971-03-02,16500000,33419.5041,1150.18994,16849,14700,29157.0248,49,31,0,0,0
1971-03-03,16491000,30785.4546,1150.10999,15521,15000,29752.0661,57,23,0,0,0
1971-03-04,16484000,30359.0083,1150.05005,15306,13800,27371.9008,69,31,0,0,0
1971-03-05,16490000,29603.3058,1150.09998,14925,11400,22611.5703,55,33,0,0,0
1971-03-06,16493000,20653.8843,1150.13,10413,10900,21619.8347,55,27,0,0,0
1971-03-07,16503000,13309.0909,1150.21997,6710,9290,18426.4463,62,30,0,0,0
1971-03-08,16494000,32907.7686,1150.14001,16591,12000,23801.6529,65,35,0,0,0
1971-03-09,16484000,31977.5207,1150.05005,16122,10500,20826.4463,71,35,0,0,0
1971-03-10,16471000,32965.2893,1149.93005,16620,9500,18842.9752,70,44,0,0,0
1971-03-11,16466000,31005.6198,1149.89001,15632,11600,23008.2645,73,44,0,0,0
1971-03-12,16456000,28603.6364,1149.80005,14421,11200,22214.876,78,47,0,0,0
1971-03-13,16455000,19479.6694,1149.79004,9821,10900,21619.8347,60,46,0,0,0
1971-03-14,16460000,15225.124,1149.82996,7676,9470,18783.4711,60,34,0,0,0
1971-03-15,16457000,24382.8099,1149.81006,12293,10200,20231.405,69,35,0,0,0
1971-03-16,16448000,28316.0331,1149.72998,14276,10100,20033.0579,74,40,0,0,0
1971-03-17,16444000,28314.0496,1149.68994,14275,7720,15312.3967,71,49,0,0,0
1971-03-18,16426000,32963.3058,1149.53003,16619,7490,14856.1984,59,38,0,0,0
1971-03-19,16412000,30914.3802,1149.40002,15586,7390,14657.8512,65,34,0,0,0
1971-03-20,16406000,21947.1074,1149.34998,11065,7030,13943.8017,74,38,0,0,0
1971-03-21,16405000,14592.3967,1149.33997,7357,6370,12634.7107,80,39,0,0,0
1971-03-22,16392000,28206.9422,1149.21997,14221,9260,18366.9422,81,45,0,0,0
1971-03-23,16373000,32148.0992,1149.05005,16208,9500,18842.9752,83,56,0,0,0
1971-03-24,16353000,35055.8678,1148.87,17674,8870,17593.3884,78,56,0,0,0
1971-03-25,16338000,32933.5537,1148.73999,16604,8260,16383.4711,79,51,0,0,0
1971-03-26,16321000,32366.281,1148.57996,16318,9290,18426.4463,83,65,0,0,0
1971-03-27,16317000,22137.5207,1148.55005,11161,12300,24396.6942,78,57,0,0,0
1971-03-28,16324000,13233.719,1148.60999,6672,10400,20628.0992,82,50,0,0,0
1971-03-29,16313000,29010.2479,1148.51001,14626,13600,26975.2066,81,49,0,0,0
1971-03-30,16295000,35813.5537,1148.34998,18056,10800,21421.4876,88,50,0,0,0
1971-03-31,16289000,33724.9587,1148.29004,17003,11200,22214.876,71,52,0,0,0
1971-04-01,16272000,35331.5703,1148.14001,17813,17000,33719.0083,69,40,0,0,0
1971-04-02,16262000,36263.8017,1148.05005,18283,18600,36892.562,76,39,0,0,0
1971-04-03,16272000,21169.5868,1148.14001,10673,18800,37289.2562,80,46,0,0,0
1971-04-04,16294000,10736.5289,1148.33997,5413,16400,32528.9256,76,44,0,0,0
1971-04-05,16298000,35303.8017,1148.37,17799,21200,42049.5868,80,46,0,0,0
1971-04-06,16291000,39274.7107,1148.31006,19801,22500,44628.0992,86,46,0,0,0
1971-04-07,16292000,37073.0579,1148.31995,18691,21500,42644.6281,78,57,0,0,0
1971-04-08,16299000,37987.438,1148.38,19152,19700,39074.3802,77,50,0,0,0
1971-04-09,16310000,31707.7686,1148.47998,15986,17300,34314.0496,85,47,0,0,0
1971-04-10,16325000,19820.8265,1148.62,9993,17200,34115.7025,86,58,0,0,0
1971-04-11,16346000,11436.6942,1148.81006,5766,15900,31537.1901,88,57,0,0,0
1971-04-12,16351000,30571.2397,1148.84998,15413,18800,37289.2562,87,55,0,0,0
1971-04-13,16345000,36480,1148.80005,18392,18800,37289.2562,89,58,0,0,0
1971-04-14,16346000,32634.0496,1148.81006,16453,17700,35107.438,78,60,0,0,0
1971-04-15,16346000,33231.0744,1148.81006,16754,18300,36297.5207,86,52,0,0,0
1971-04-16,16348000,34149.4215,1148.82996,17217,15900,31537.1901,85,53,0,0,0
1971-04-17,16360000,21008.9256,1148.93005,10592,16300,32330.5785,69,48,0,0,0
1971-04-18,16379000,14366.281,1149.10999,7243,13600,26975.2066,62,40,0,0,0
1971-04-19,16375000,33514.7107,1149.06995,16897,16200,32132.2314,72,44,0,0,0
1971-04-20,16372000,33193.3884,1149.04004,16735,17500,34710.7438,71,51,0,0,0
1971-04-21,16366000,33724.9587,1148.98999,17003,17000,33719.0083,64,49,0,0,0
1971-04-22,16361000,37217.8512,1148.93994,18764,15700,31140.4959,75,41,0,0,0
1971-04-23,16357000,35020.1653,1148.91003,17656,14500,28760.3306,77,56,0,0,0
1971-04-24,16360000,19471.7355,1148.93005,9817,11000,21818.1818,71,48,0,0,0
1971-04-25,16377000,14217.5207,1149.08997,7168,9750,19338.843,64,45,0,0,0
1971-04-26,16368000,35821.4876,1149.01001,18060,13900,27570.2479,67,44,0,0,0
1971-04-27,16353000,35825.4546,1148.87,18062,19200,38082.6446,74,43,0,0,0
1971-04-28,16335000,21796.3636,1148.70996,10989,17400,34512.3967,79,46,0,0,0
1971-04-29,16333000,37797.0248,1148.68994,19056,16100,31933.8843,82,48,0,0,0
1971-04-30,16326000,38526.9422,1148.63,19424,15800,31338.843,86,51,0,0,0
1971-05-01,16337000,21334.2149,1148.72998,10756,14600,28958.6777,91,54,0,0,0
1971-05-02,16351000,13307.1074,1148.84998,6709,12000,23801.6529,88,57,0,0,0
1971-05-03,16345000,37213.8843,1148.80005,18762,16600,32925.6198,78,54,0,0,0
1971-05-04,16329000,37832.7273,1148.65002,19074,16000,31735.5372,75,51,0,0,0
1971-05-05,16321000,37324.9587,1148.57996,18818,16600,32925.6198,81,54,0,0,0
1971-05-06,16319000,38447.6033,1148.56006,19384,18000,35702.4793,69,51,0.14,0,0
1971-05-07,16310000,37797.0248,1148.47998,19056,17600,34909.0909,67,49,0.6,0,0
1971-05-08,16329000,22339.8347,1148.65002,11263,12000,23801.6529,70,46,0,0,0
1971-05-09,16352000,11902.8099,1148.85999,6001,12100,24000,78,50,0,0,0
1971-05-10,16352000,35520,1148.85999,17908,15500,30743.8017,83,59,0,0,0
1971-05-11,16335000,34758.3471,1148.70996,17524,18500,36694.2149,85,58,0,0,0
1971-05-12,16325000,38072.7273,1148.62,19195,17700,35107.438,89,63,0,0,0
1971-05-13,16323000,36513.719,1148.59998,18409,15000,29752.0661,91,64,0,0,0
1971-05-14,16319000,37739.5041,1148.56006,19027,15700,31140.4959,92,67,0,0,0
1971-05-15,16329000,19910.0826,1148.65002,10038,14200,28165.2893,95,65,0,0,0
1971-05-16,16348000,10377.5207,1148.82996,5232,11200,22214.876,91,64,0,0,0
1971-05-17,16342000,31640.3306,1148.77002,15952,14500,28760.3306,72,56,0,0,0
1971-05-18,16336000,30370.9091,1148.71997,15312,15200,30148.7603,74,47,0,0,0
1971-05-19,16326000,33395.7025,1148.63,16837,14300,28363.6364,83,50,0,0,0
1971-05-20,16315000,34659.1736,1148.53003,17474,14900,29553.719,89,56,0,0,0
1971-05-21,16314000,28833.719,1148.52002,14537,15400,30545.4546,70,55,0,0,0
1971-05-22,16327000,14651.9008,1148.64001,7387,13900,27570.2479,73,52,0,0,0
1971-05-23,16343000,12184.4628,1148.78003,6143,10300,20429.7521,81,51,0,0,0
1971-05-24,16342000,30773.5537,1148.77002,15515,16900,33520.6612,88,57,0,0,0
1971-05-25,16334000,31378.5124,1148.69995,15820,17500,34710.7438,94,62,0,0,0
1971-05-26,16332000,31041.3223,1148.68005,15650,20000,39669.4215,92,66,0,0,0
1971-05-27,16332000,28855.5372,1148.68005,14548,17400,34512.3967,73,56,0,0,0
1971-05-28,16336000,31059.1736,1148.71997,15659,14900,29553.719,64,50,0.03,0,0
1971-05-29,16351000,24460.1653,1148.84998,12332,14800,29355.3719,66,49,0.07,0,0
1971-05-30,16363000,12809.2562,1148.95996,6458,12000,23801.6529,79,48,0,0,0
1971-05-31,16374000,14455.5372,1149.06006,7288,11400,22611.5703,75,58,0,0,0
1971-06-01,16377000,23619.1736,1149.08997,11908,13700,27173.5537,81,51,0,0,0
1971-06-02,16375000,24844.9587,1149.06995,12526,15400,30545.4546,79,59,0,0,0
1971-06-03,16375000,25434.0496,1149.06995,12823,14400,28561.9835,82,57,0,0,0
1971-06-04,16381000,22292.2314,1149.12,11239,14000,27768.595,88,57,0,0,0
1971-06-05,16392000,16534.2149,1149.21997,8336,11000,21818.1818,90,59,0,0,0
1971-06-06,16412000,8102.47934,1149.40002,4085,7630,15133.8843,92,60,0,0,0
1971-06-07,16405000,29349.4215,1149.33997,14797,12500,24793.3884,92,59,0,0,0
1971-06-08,16402000,28240.6612,1149.31006,14238,12900,25586.7769,99,62,0,0,0
1971-06-09,16388000,29347.438,1149.18994,14796,13000,25785.124,97,67,0,0,0
1971-06-10,16383000,27951.0744,1149.14001,14092,13000,25785.124,90,66,0,0,0
1971-06-11,16382000,26596.3636,1149.13,13409,12600,24991.7355,91,65,0,0,0
1971-06-12,16386000,20697.5207,1149.17004,10435,10000,19834.7107,96,67,0,0,0
1971-06-13,16398000,11996.0331,1149.28003,6048,9150,18148.7603,99,72,0,0,0
1971-06-14,16391000,32362.3141,1149.20996,16316,13700,27173.5537,102,69,0,0,0
1971-06-15,16381000,31225.7851,1149.12,15743,17900,35504.1322,106,70,0,0,0
1971-06-16,16371000,28298.1818,1149.03003,14267,17900,35504.1322,108,74,0,0,0
1971-06-17,16371000,31499.5041,1149.03003,15881,17600,34909.0909,105,78,0,0,0
1971-06-18,16374000,29599.3388,1149.06006,14923,17900,35504.1322,103,76,0,0,0
1971-06-19,16391000,18759.6694,1149.20996,9458,15300,30347.1074,104,73,0,0,0
1971-06-20,16410000,13785.124,1149.38,6950,12500,24793.3884,105,70,0,0,0
1971-06-21,16415000,28613.5537,1149.43005,14426,16300,32330.5785,110,71,0,0,0
1971-06-22,16410000,29498.1818,1149.38,14872,17500,34710.7438,111,73,0,0,0
1971-06-23,16407000,30382.8099,1149.35999,15318,18400,36495.8678,109,77,0,0,0
1971-06-24,16410000,29087.6033,1149.38,14665,18900,37487.6033,109,79,0,0,0
1971-06-25,16412000,28522.3141,1149.40002,14380,19700,39074.3802,106,82,0,0,0
1971-06-26,16420000,19640.3306,1149.46997,9902,17500,34710.7438,104,79,0,0,0
1971-06-27,16445000,12704.1322,1149.69995,6405,14700,29157.0248,97,76,0,0,0
1971-06-28,16453000,27734.876,1149.77002,13983,18400,36495.8678,94,72,0,0,0
1971-06-29,16460000,24628.7603,1149.82996,12417,19100,37884.2975,95,67,0,0,0
1971-06-30,16462000,29750.0826,1149.84998,14999,18300,36297.5207,99,66,0,0,0
1971-07-01,16470000,29944.4628,1149.92004,15097,17100,33917.3554,103,66,0,0,0
1971-07-02,16474000,27504.7934,1149.95996,13867,16000,31735.5372,103,71,0,0,0
1971-07-03,16486000,19362.6446,1150.06995,9762,14200,28165.2893,101,73,0,0,0
1971-07-04,16503000,9760.66116,1150.21997,4921,12400,24595.0413,103,76,0,0,0
1971-07-05,16520000,11958.3471,1150.37,6029,10800,21421.4876,105,75,0,0,0
1971-07-06,16514000,29258.1818,1150.31995,14751,13700,27173.5537,104,78,0,0,0
1971-07-07,16508000,27867.7686,1150.26001,14050,15100,29950.4132,104,73,0,0,0
1971-07-08,16496000,29773.8843,1150.16003,15011,14200,28165.2893,104,73,0,0,0
1971-07-09,16496000,28238.6777,1150.16003,14237,16000,31735.5372,106,73,0,0,0
1971-07-10,16501000,23682.6446,1150.19995,11940,16400,32528.9256,105,77,0,0,0
1971-07-11,16515000,10349.7521,1150.32996,5218,13400,26578.5124,109,75,0,0,0
1971-07-12,16520000,27810.2479,1150.37,14021,18200,36099.1736,111,80,0,0,0
1971-07-13,16515000,29301.8182,1150.32996,14773,18900,37487.6033,111,82,0,0,0
1971-07-14,16515000,32937.5207,1150.32996,16606,17100,33917.3554,113,80,0,0,0
1971-07-15,16522000,28556.0331,1150.39001,14397,17100,33917.3554,110,83,0,0,0
1971-07-16,16524000,29400.9917,1150.41003,14823,17200,34115.7025,108,83,0,0,0
1971-07-17,16538000,16210.9091,1150.53003,8173,16300,32330.5785,104,81,0.03,0,0
1971-07-18,16556000,13394.3802,1150.68994,6753,14100,27966.9422,107,81,0,0,0
1971-07-19,16564000,25285.2893,1150.76001,12748,17300,34314.0496,110,83,0,0,0
1971-07-20,16566000,27913.3884,1150.78003,14073,18600,36892.562,106,84,0,0,0
1971-07-21,16568000,28169.2562,1150.80005,14202,18800,37289.2562,104,83,0,0,0
1971-07-22,16574000,28397.3554,1150.84998,14317,18000,35702.4793,103,80,0,0,0
1971-07-23,16579000,25912.0661,1150.90002,13064,16600,32925.6198,105,77,0,0,0
1971-07-24,16596000,15847.9339,1151.05005,7990,13400,26578.5124,110,79,0,0,0
1971-07-25,16612000,14465.4546,1151.18994,7293,10600,21024.7934,109,82,0,0,0
1971-07-26,16615000,25802.9752,1151.21997,13009,13700,27173.5537,111,82,0,0,0
1971-07-27,16613000,24297.5207,1151.19995,12250,14400,28561.9835,112,80,0,0,0
1971-07-28,16608000,25923.9669,1151.16003,13070,15100,29950.4132,113,81,0,0,0
1971-07-29,16602000,30396.6942,1151.09998,15325,14200,28165.2893,111,84,0,0,0
1971-07-30,16608000,24418.5124,1151.16003,12311,13900,27570.2479,110,80,0.05,0,0
1971-07-31,16615000,17875.0413,1151.21997,9012,12400,24595.0413,105,79,0,0,0
1971-08-01,16624000,15014.876,1151.27,7570,9990,19814.876,109,81,0,0,0
1971-08-02,16628000,29609.2562,1151.32996,14928,14000,27768.595,109,80,0,0,0
1971-08-03,16621000,26340.4959,1151.27002,13280,15600,30942.1488,107,82,0.01,0,0
1971-08-04,16605000,29311.7355,1151.13,14778,14400,28561.9835,103,85,0,0,0
1971-08-05,16612000,31130.5785,1151.18994,15695,14700,29157.0248,103,84,0,0,0
